IB		Equity		Deposits		Withdrawls		Volume		OpenProfit		ClosedProfit		Commissions
73672		0.000000		0.000000		0.000000		16.000000		0.000000		0.000000		0.000000
78509		0.000000		0.000000		0.000000		4.000000		0.000000		0.000000		0.000000
13529		0.390000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
39246		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
44359		44.900002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
19102		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
90519		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
20678		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
116497		0.000000		0.000000		0.000000		455.000000		0.000000		0.000000		0.000000
53568		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
42049		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
114356		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
73448		0.000000		0.000000		0.000000		4.000000		0.000000		0.000000		0.000000
30840		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
61667		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
23887		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
84602		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
47118		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
44050		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
71810		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
65039		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
52261		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000
17018		1193.199951		0.000000		0.000000		31645.000000		0.000000		0.000000		0.000000
108554		0.000000		0.000000		0.000000		4584.000000		0.000000		0.000000		0.000000
